"WORD_ID","WORD","CATEGORY","SEVERITY"
190,"scum","Profanity","HIGH"
191,"dregs","Profanity","HIGH"
192,"bottom-feeder","Profanity","HIGH"
193,"degenerate","Profanity","HIGH"
194,"deviant","Profanity","HIGH"
195,"freak","Profanity","HIGH"
196,"weirdo","Profanity","MEDIUM"
197,"psycho","Profanity","HIGH"
198,"maniac","Profanity","HIGH"
199,"lunatic","Profanity","HIGH"
200,"nutcase","Profanity","MEDIUM"
201,"nutjob","Profanity","MEDIUM"
202,"bonkers","Profanity","LOW"
203,"mental","Profanity","MEDIUM"
204,"crazy","Profanity","MEDIUM"
205,"insane","Profanity","MEDIUM"
206,"deranged","Profanity","HIGH"
207,"unhinged","Profanity","HIGH"
208,"unstable","Profanity","MEDIUM"
209,"volatile","Profanity","MEDIUM"
210,"erratic","Profanity","MEDIUM"
211,"irrational","Profanity","MEDIUM"
212,"unreasonable","Profanity","LOW"
213,"absurd","Profanity","LOW"
214,"ridiculous","Profanity","LOW"
215,"ludicrous","Profanity","LOW"
216,"preposterous","Profanity","LOW"
217,"nonsensical","Profanity","LOW"
218,"moronic","Profanity","HIGH"
219,"imbecilic","Profanity","HIGH"
220,"brainless","Profanity","MEDIUM"
221,"dense","Profanity","MEDIUM"
222,"thick","Profanity","MEDIUM"
223,"clueless","Profanity","MEDIUM"
224,"oblivious","Profanity","LOW"
225,"naive","Profanity","LOW"
226,"gullible","Profanity","LOW"
227,"spineless","Profanity","MEDIUM"
228,"cowardly","Profanity","MEDIUM"
229,"weak","Profanity","LOW"
230,"feeble","Profanity","MEDIUM"
231,"pathetic excuse","Profanity","HIGH"
232,"waste of space","Profanity","HIGH"
233,"good for nothing","Profanity","HIGH"
234,"piece of work","Profanity","MEDIUM"
235,"pain in the neck","Profanity","LOW"
236,"get lost","Profanity","MEDIUM"
237,"drop dead","Profanity","HIGH"
238,"go to hell","Profanity","HIGH"
239,"kiss my","Profanity","HIGH"
240,"up yours","Profanity","HIGH"
241,"bite me","Profanity","MEDIUM"
242,"shove it","Profanity","HIGH"
243,"stick it","Profanity","MEDIUM"
244,"blow off","Profanity","MEDIUM"
245,"piss off","Profanity","HIGH"
246,"bugger off","Profanity","HIGH"
247,"sod it","Profanity","MEDIUM"
248,"bollocks to that","Profanity","HIGH"
249,"what the hell","Profanity","MEDIUM"
250,"for gods sake","Profanity","LOW"
251,"bloody hell","Profanity","MEDIUM"
252,"goddamn","Profanity","MEDIUM"
253,"son of a","Profanity","HIGH"
254,"mother of","Profanity","MEDIUM"
255,"holy crap","Profanity","MEDIUM"
256,"freaking","Profanity","LOW"
257,"frigging","Profanity","MEDIUM"
258,"flipping","Profanity","LOW"
259,"blooming","Profanity","LOW"
260,"blasted","Profanity","MEDIUM"
261,"blimey","Profanity","LOW"
262,"crikey","Profanity","LOW"
263,"cor blimey","Profanity","LOW"
264,"strewth","Profanity","LOW"
265,"rats","Profanity","LOW"
266,"drat","Profanity","LOW"
267,"blast","Profanity","LOW"
268,"curses","Profanity","LOW"
269,"confound","Profanity","LOW"
270,"dagnabbit","Profanity","LOW"
271,"doggone","Profanity","LOW"
272,"dadgum","Profanity","LOW"
273,"tarnation","Profanity","LOW"
274,"heck","Profanity","LOW"
275,"darn","Profanity","LOW"
276,"gosh","Profanity","LOW"
277,"golly","Profanity","LOW"
278,"jeez","Profanity","LOW"
279,"geez","Profanity","LOW"
280,"gee whiz","Profanity","LOW"
281,"crikey moses","Profanity","LOW"
282,"for crying out loud","Profanity","LOW"
283,"shut your mouth","Profanity","MEDIUM"
284,"shut your face","Profanity","HIGH"
285,"zip it","Profanity","MEDIUM"
286,"shut it","Profanity","MEDIUM"
287,"pipe down","Profanity","LOW"
288,"can it","Profanity","MEDIUM"
289,"stuff it","Profanity","MEDIUM"
290,"knock it off","Profanity","LOW"
291,"cut it out","Profanity","LOW"
292,"back off","Profanity","MEDIUM"
293,"get stuffed","Profanity","HIGH"
294,"naff off","Profanity","MEDIUM"
295,"do one","Profanity","MEDIUM"
296,"jog on","Profanity","LOW"
297,"wind your neck in","Profanity","MEDIUM"
298,"shut your gob","Profanity","MEDIUM"
299,"belt up","Profanity","MEDIUM"
300,"put a sock in it","Profanity","MEDIUM"
301,"give over","Profanity","LOW"
302,"pack it in","Profanity","LOW"
303,"leave it out","Profanity","LOW"
304,"give it a rest","Profanity","LOW"
305,"do me a favour","Profanity","LOW"
306,"get a grip","Profanity","MEDIUM"
307,"get real","Profanity","LOW"
308,"wake up","Profanity","LOW"
309,"grow up","Profanity","MEDIUM"
310,"get a life","Profanity","MEDIUM"
311,"loser","Profanity","HIGH"
312,"failure","Profanity","MEDIUM"
313,"disgrace","Profanity","HIGH"
314,"embarrassment","Profanity","MEDIUM"
315,"disappointment","Profanity","MEDIUM"
316,"liability","Profanity","MEDIUM"
317,"burden","Profanity","MEDIUM"
318,"deadweight","Profanity","HIGH"
319,"freeloader","Profanity","HIGH"
320,"scrounger","Profanity","HIGH"
321,"sponger","Profanity","HIGH"
322,"dosser","Profanity","MEDIUM"
323,"layabout","Profanity","MEDIUM"
324,"slacker","Profanity","MEDIUM"
325,"shirker","Profanity","MEDIUM"
326,"skiver","Profanity","MEDIUM"
327,"waster","Profanity","HIGH"
328,"dropout","Profanity","MEDIUM"
329,"deadbeat","Profanity","HIGH"
330,"bum","Profanity","MEDIUM"
331,"tramp","Profanity","HIGH"
332,"scruffy","Profanity","LOW"
333,"grubby","Profanity","LOW"
334,"grotty","Profanity","LOW"
335,"manky","Profanity","LOW"
336,"minging","Profanity","MEDIUM"
337,"rank","Profanity","MEDIUM"
338,"grim","Profanity","LOW"
339,"vomit-inducing","Profanity","MEDIUM"
340,"stomach-turning","Profanity","MEDIUM"
341,"sickening","Profanity","MEDIUM"
342,"nauseating","Profanity","MEDIUM"
401,"lawsuit","Legal","HIGH"
402,"litigation","Legal","HIGH"
403,"sue","Legal","HIGH"
404,"attorney","Legal","HIGH"
405,"lawyer","Legal","HIGH"
406,"solicitor","Legal","HIGH"
407,"barrister","Legal","HIGH"
408,"legal action","Legal","HIGH"
409,"court order","Legal","HIGH"
410,"injunction","Legal","HIGH"
411,"subpoena","Legal","HIGH"
412,"summons","Legal","HIGH"
413,"tribunal","Legal","HIGH"
414,"arbitration","Legal","HIGH"
415,"mediation","Legal","MEDIUM"
416,"settlement","Legal","HIGH"
417,"compensation","Legal","HIGH"
418,"damages","Legal","HIGH"
419,"liability","Legal","HIGH"
420,"negligence","Legal","HIGH"
421,"breach of contract","Legal","HIGH"
422,"breach of duty","Legal","HIGH"
423,"duty of care","Legal","HIGH"
424,"malpractice","Legal","HIGH"
425,"misconduct","Legal","HIGH"
426,"malfeasance","Legal","HIGH"
427,"nonfeasance","Legal","HIGH"
428,"tortious","Legal","HIGH"
429,"tort","Legal","HIGH"
430,"indemnity","Legal","HIGH"
431,"indemnification","Legal","HIGH"
432,"class action","Legal","HIGH"
433,"plaintiff","Legal","HIGH"
434,"defendant","Legal","HIGH"
435,"claimant","Legal","HIGH"
436,"respondent","Legal","HIGH"
437,"prosecution","Legal","HIGH"
438,"conviction","Legal","HIGH"
439,"verdict","Legal","HIGH"
440,"judgment","Legal","HIGH"
441,"decree","Legal","HIGH"
442,"ruling","Legal","HIGH"
443,"statute","Legal","MEDIUM"
444,"regulation","Legal","MEDIUM"
445,"compliance violation","Legal","HIGH"
446,"regulatory breach","Legal","HIGH"
447,"statutory obligation","Legal","MEDIUM"
448,"legal requirement","Legal","MEDIUM"
449,"legal obligation","Legal","MEDIUM"
450,"binding agreement","Legal","MEDIUM"
451,"contractual obligation","Legal","MEDIUM"
452,"terms and conditions","Legal","LOW"
453,"fine print","Legal","MEDIUM"
454,"disclaimer","Legal","LOW"
455,"waiver","Legal","MEDIUM"
456,"release of liability","Legal","HIGH"
457,"hold harmless","Legal","HIGH"
458,"force majeure","Legal","MEDIUM"
459,"act of god","Legal","MEDIUM"
460,"material breach","Legal","HIGH"
461,"fundamental breach","Legal","HIGH"
462,"anticipatory breach","Legal","HIGH"
463,"repudiation","Legal","HIGH"
464,"rescission","Legal","HIGH"
465,"termination for cause","Legal","HIGH"
466,"wrongful termination","Legal","HIGH"
467,"unfair dismissal","Legal","HIGH"
468,"constructive dismissal","Legal","HIGH"
469,"discrimination","Legal","HIGH"
470,"harassment claim","Legal","HIGH"
471,"sexual harassment","Legal","HIGH"
472,"hostile environment","Legal","HIGH"
473,"retaliation","Legal","HIGH"
474,"whistleblower","Legal","HIGH"
475,"protected disclosure","Legal","HIGH"
476,"data breach","Legal","HIGH"
477,"privacy violation","Legal","HIGH"
478,"GDPR violation","Legal","HIGH"
479,"data protection","Legal","MEDIUM"
480,"subject access request","Legal","HIGH"
481,"right to erasure","Legal","HIGH"
482,"right to be forgotten","Legal","HIGH"
483,"information commissioner","Legal","HIGH"
484,"ICO complaint","Legal","HIGH"
485,"FCA complaint","Legal","HIGH"
486,"ombudsman","Legal","HIGH"
487,"financial ombudsman","Legal","HIGH"
488,"regulatory body","Legal","MEDIUM"
489,"watchdog","Legal","MEDIUM"
490,"enforcement action","Legal","HIGH"
491,"penalty notice","Legal","HIGH"
492,"cease and desist","Legal","HIGH"
493,"restraining order","Legal","HIGH"
494,"non-disclosure","Legal","MEDIUM"
495,"confidentiality breach","Legal","HIGH"
496,"trade secret","Legal","HIGH"
497,"intellectual property","Legal","MEDIUM"
498,"patent infringement","Legal","HIGH"
499,"copyright violation","Legal","HIGH"
500,"trademark infringement","Legal","HIGH"
501,"defamation","Legal","HIGH"
502,"libel","Legal","HIGH"
503,"slander","Legal","HIGH"
504,"character assassination","Legal","HIGH"
505,"false accusation","Legal","HIGH"
506,"perjury","Legal","HIGH"
507,"fraud","Legal","HIGH"
508,"forgery","Legal","HIGH"
509,"embezzlement","Legal","HIGH"
510,"money laundering","Legal","HIGH"
511,"insider trading","Legal","HIGH"
512,"market manipulation","Legal","HIGH"
513,"ponzi scheme","Legal","HIGH"
514,"pyramid scheme","Legal","HIGH"
515,"racketeering","Legal","HIGH"
516,"extortion","Legal","HIGH"
517,"blackmail","Legal","HIGH"
518,"bribery","Legal","HIGH"
519,"corruption","Legal","HIGH"
520,"kickback","Legal","HIGH"
521,"collusion","Legal","HIGH"
522,"conspiracy","Legal","HIGH"
523,"criminal intent","Legal","HIGH"
524,"mens rea","Legal","HIGH"
525,"actus reus","Legal","HIGH"
526,"beyond reasonable doubt","Legal","HIGH"
527,"balance of probabilities","Legal","HIGH"
528,"preponderance of evidence","Legal","HIGH"
529,"burden of proof","Legal","MEDIUM"
530,"prima facie","Legal","MEDIUM"
531,"res judicata","Legal","MEDIUM"
532,"habeas corpus","Legal","HIGH"
533,"due process","Legal","MEDIUM"
534,"natural justice","Legal","MEDIUM"
535,"judicial review","Legal","HIGH"
536,"appeal","Legal","MEDIUM"
537,"cross-examination","Legal","MEDIUM"
538,"deposition","Legal","HIGH"
539,"affidavit","Legal","HIGH"
540,"sworn statement","Legal","HIGH"
541,"testimony","Legal","HIGH"
542,"witness statement","Legal","HIGH"
543,"expert witness","Legal","HIGH"
544,"forensic evidence","Legal","HIGH"
545,"circumstantial evidence","Legal","MEDIUM"
546,"hearsay","Legal","MEDIUM"
547,"admissible evidence","Legal","MEDIUM"
548,"discovery","Legal","HIGH"
549,"disclosure","Legal","MEDIUM"
550,"privilege","Legal","MEDIUM"
551,"without prejudice","Legal","MEDIUM"
552,"on the record","Legal","MEDIUM"
553,"off the record","Legal","MEDIUM"
554,"pro bono","Legal","LOW"
555,"contingency fee","Legal","MEDIUM"
556,"legal aid","Legal","LOW"
557,"court costs","Legal","MEDIUM"
558,"punitive damages","Legal","HIGH"
559,"exemplary damages","Legal","HIGH"
560,"aggravated damages","Legal","HIGH"
561,"general damages","Legal","HIGH"
562,"special damages","Legal","HIGH"
563,"consequential loss","Legal","HIGH"
564,"loss of earnings","Legal","HIGH"
565,"pain and suffering","Legal","HIGH"
566,"emotional distress","Legal","HIGH"
567,"mental anguish","Legal","HIGH"
568,"personal injury","Legal","HIGH"
569,"wrongful death","Legal","HIGH"
570,"medical negligence","Legal","HIGH"
571,"clinical negligence","Legal","HIGH"
572,"product liability","Legal","HIGH"
573,"strict liability","Legal","HIGH"
574,"vicarious liability","Legal","HIGH"
575,"occupier liability","Legal","HIGH"
576,"employer liability","Legal","HIGH"
577,"public liability","Legal","HIGH"
578,"professional indemnity","Legal","HIGH"
579,"errors and omissions","Legal","HIGH"
580,"fiduciary duty","Legal","HIGH"
581,"conflict of interest","Legal","HIGH"
582,"undue influence","Legal","HIGH"
583,"duress","Legal","HIGH"
584,"coercion","Legal","HIGH"
585,"unconscionable","Legal","HIGH"
586,"misrepresentation","Legal","HIGH"
587,"fraudulent misrepresentation","Legal","HIGH"
588,"negligent misrepresentation","Legal","HIGH"
589,"innocent misrepresentation","Legal","MEDIUM"
590,"estoppel","Legal","MEDIUM"
591,"laches","Legal","MEDIUM"
592,"statute of limitations","Legal","HIGH"
593,"limitation period","Legal","HIGH"
594,"time-barred","Legal","HIGH"
595,"prescription","Legal","MEDIUM"
596,"out of time","Legal","HIGH"
597,"jurisdictional","Legal","MEDIUM"
598,"applicable law","Legal","MEDIUM"
599,"governing law","Legal","MEDIUM"
600,"forum shopping","Legal","HIGH"
601,"lis pendens","Legal","HIGH"
602,"interlocutory","Legal","MEDIUM"
603,"preliminary injunction","Legal","HIGH"
604,"temporary restraining","Legal","HIGH"
605,"permanent injunction","Legal","HIGH"
606,"specific performance","Legal","HIGH"
607,"mandatory order","Legal","HIGH"
608,"prohibition order","Legal","HIGH"
609,"declaratory relief","Legal","HIGH"
610,"equitable remedy","Legal","HIGH"
611,"common law","Legal","LOW"
612,"case law","Legal","LOW"
613,"precedent","Legal","LOW"
614,"stare decisis","Legal","LOW"
615,"obiter dictum","Legal","LOW"
616,"ratio decidendi","Legal","LOW"
617,"ultra vires","Legal","HIGH"
618,"intra vires","Legal","LOW"
619,"quo warranto","Legal","HIGH"
620,"mandamus","Legal","HIGH"
621,"certiorari","Legal","HIGH"
622,"prohibition","Legal","HIGH"
623,"writ","Legal","HIGH"
624,"motion","Legal","MEDIUM"
625,"petition","Legal","MEDIUM"
626,"counterclaim","Legal","HIGH"
627,"cross-claim","Legal","HIGH"
628,"third-party claim","Legal","HIGH"
629,"contribution","Legal","MEDIUM"
630,"apportionment","Legal","MEDIUM"
631,"joint and several","Legal","HIGH"
632,"pro rata","Legal","LOW"
633,"quantum meruit","Legal","MEDIUM"
634,"unjust enrichment","Legal","HIGH"
635,"restitution","Legal","HIGH"
636,"tracing","Legal","HIGH"
637,"constructive trust","Legal","HIGH"
638,"resulting trust","Legal","HIGH"
639,"breach of trust","Legal","HIGH"
640,"breach of fiduciary","Legal","HIGH"
641,"misfeasance","Legal","HIGH"
642,"abuse of process","Legal","HIGH"
643,"vexatious litigant","Legal","HIGH"
644,"frivolous claim","Legal","HIGH"
645,"malicious prosecution","Legal","HIGH"
646,"abuse of power","Legal","HIGH"
647,"human rights violation","Legal","HIGH"
648,"civil liberties","Legal","MEDIUM"
649,"constitutional right","Legal","MEDIUM"
650,"fundamental right","Legal","MEDIUM"
651,"european convention","Legal","MEDIUM"
652,"charter of rights","Legal","MEDIUM"
653,"bill of rights","Legal","MEDIUM"
654,"freedom of speech","Legal","LOW"
655,"right to privacy","Legal","HIGH"
656,"right to fair trial","Legal","HIGH"
657,"access to justice","Legal","MEDIUM"
658,"equality before law","Legal","MEDIUM"
659,"non-discrimination","Legal","MEDIUM"
660,"positive discrimination","Legal","MEDIUM"
661,"affirmative action","Legal","MEDIUM"
662,"equal opportunities","Legal","LOW"
663,"reasonable adjustment","Legal","MEDIUM"
664,"disability discrimination","Legal","HIGH"
665,"age discrimination","Legal","HIGH"
666,"race discrimination","Legal","HIGH"
667,"gender discrimination","Legal","HIGH"
668,"religious discrimination","Legal","HIGH"
669,"victimization","Legal","HIGH"
670,"indirect discrimination","Legal","HIGH"
671,"direct discrimination","Legal","HIGH"
672,"occupational requirement","Legal","MEDIUM"
673,"proportionality","Legal","LOW"
674,"legitimate aim","Legal","MEDIUM"
675,"justification","Legal","LOW"
676,"objective justification","Legal","MEDIUM"
677,"comparator","Legal","MEDIUM"
678,"protected characteristic","Legal","HIGH"
679,"equality act","Legal","MEDIUM"
680,"employment rights","Legal","MEDIUM"
681,"workers rights","Legal","MEDIUM"
682,"trade union","Legal","LOW"
683,"collective bargaining","Legal","LOW"
684,"industrial action","Legal","MEDIUM"
685,"strike action","Legal","MEDIUM"
686,"lockout","Legal","MEDIUM"
687,"unfair labour practice","Legal","HIGH"
688,"minimum wage","Legal","MEDIUM"
689,"working time directive","Legal","MEDIUM"
690,"health and safety","Legal","MEDIUM"
691,"risk assessment","Legal","LOW"
692,"duty to report","Legal","HIGH"
693,"mandatory reporting","Legal","HIGH"
694,"safeguarding","Legal","HIGH"
695,"vulnerable person","Legal","HIGH"
696,"capacity","Legal","MEDIUM"
697,"power of attorney","Legal","HIGH"
698,"lasting power","Legal","HIGH"
699,"deputyship","Legal","HIGH"
700,"court of protection","Legal","HIGH"
701,"best interests","Legal","MEDIUM"
702,"mental capacity act","Legal","HIGH"
703,"deprivation of liberty","Legal","HIGH"
704,"informed consent","Legal","HIGH"
705,"valid consent","Legal","HIGH"
706,"express consent","Legal","MEDIUM"
707,"implied consent","Legal","MEDIUM"
708,"withdrawal of consent","Legal","HIGH"
709,"right to refuse","Legal","HIGH"
710,"advance directive","Legal","HIGH"
711,"living will","Legal","HIGH"
712,"do not resuscitate","Legal","HIGH"
713,"end of life","Legal","HIGH"
714,"palliative","Legal","LOW"
715,"euthanasia","Legal","HIGH"
716,"assisted suicide","Legal","HIGH"
717,"coroner","Legal","HIGH"
718,"inquest","Legal","HIGH"
719,"post mortem","Legal","HIGH"
720,"cause of death","Legal","HIGH"
721,"unlawful killing","Legal","HIGH"
722,"manslaughter","Legal","HIGH"
723,"murder","Legal","HIGH"
724,"grievous bodily harm","Legal","HIGH"
725,"actual bodily harm","Legal","HIGH"
726,"assault","Legal","HIGH"
727,"battery","Legal","HIGH"
728,"robbery","Legal","HIGH"
729,"burglary","Legal","HIGH"
730,"theft","Legal","HIGH"
731,"criminal damage","Legal","HIGH"
732,"arson","Legal","HIGH"
733,"vandalism","Legal","HIGH"
734,"trespass","Legal","HIGH"
735,"stalking","Legal","HIGH"
736,"voyeurism","Legal","HIGH"
737,"indecent exposure","Legal","HIGH"
738,"public order offence","Legal","HIGH"
739,"affray","Legal","HIGH"
740,"riot","Legal","HIGH"
741,"violent disorder","Legal","HIGH"
742,"possession of weapon","Legal","HIGH"
743,"offensive weapon","Legal","HIGH"
744,"controlled substance","Legal","HIGH"
745,"drug trafficking","Legal","HIGH"
746,"possession with intent","Legal","HIGH"
747,"supply of drugs","Legal","HIGH"
748,"proceeds of crime","Legal","HIGH"
749,"confiscation order","Legal","HIGH"
750,"restraint order","Legal","HIGH"
751,"freezing order","Legal","HIGH"
752,"mareva injunction","Legal","HIGH"
753,"anton piller","Legal","HIGH"
754,"search order","Legal","HIGH"
755,"warrant","Legal","HIGH"
756,"bail","Legal","HIGH"
757,"remand","Legal","HIGH"
758,"custody","Legal","HIGH"
759,"sentence","Legal","HIGH"
760,"probation","Legal","HIGH"
761,"community service","Legal","HIGH"
762,"suspended sentence","Legal","HIGH"
763,"parole","Legal","HIGH"
764,"rehabilitation","Legal","MEDIUM"
765,"spent conviction","Legal","MEDIUM"
766,"criminal record","Legal","HIGH"
767,"DBS check","Legal","MEDIUM"
768,"enhanced disclosure","Legal","HIGH"
769,"barring","Legal","HIGH"
770,"disqualification","Legal","HIGH"
771,"struck off","Legal","HIGH"
772,"fitness to practice","Legal","HIGH"
773,"professional misconduct","Legal","HIGH"
774,"serious misconduct","Legal","HIGH"
775,"gross misconduct","Legal","HIGH"
776,"summary dismissal","Legal","HIGH"
777,"disciplinary hearing","Legal","HIGH"
778,"grievance procedure","Legal","MEDIUM"
779,"formal complaint","Legal","HIGH"
780,"informal resolution","Legal","LOW"
781,"mediation agreement","Legal","MEDIUM"
782,"consent order","Legal","HIGH"
783,"tomlin order","Legal","HIGH"
784,"costs order","Legal","HIGH"
785,"wasted costs","Legal","HIGH"
786,"security for costs","Legal","HIGH"
787,"interim payment","Legal","HIGH"
788,"part 36 offer","Legal","HIGH"
789,"calderbank offer","Legal","HIGH"
790,"without prejudice save as to costs","Legal","HIGH"
801,"credit card number","Financial","HIGH"
802,"card number","Financial","HIGH"
803,"card details","Financial","HIGH"
